Country,League,home_team,away_team,home_score,away_score,season_year,Date_day,Date_hour,first_half,second_half,home_team_goals_current_time,home_team_goals_current_score,home_team_goals,home_team_goals_assist,away_team_goals_current_time,away_team_goals_current_score,away_team_goals,away_team_goals_assist,home_team_yellow_card_current_time,home_team_yellow_card,home_team_yellow_card_why,away_team_yellow_card_current_time,away_team_yellow_card,away_team_yellow_card_why,home_team_red_card_current_time,home_team_red_card,home_team_red_card_why,away_team_red_card_current_time,away_team_red_card,away_team_red_card_why,home_team_substitutions_current_time,home_team_substitutions,home_team_substitutions_with,home_team_substitution_why,away_team_substitutions_current_time,away_team_substitutions,away_team_substitutions_with,away_team_substitution_why,expected_goals_xg_home,expected_goals_xg_host,Ball_Possession_Home,Ball_Possession_Host,Goal_Attempts_Home,Goal_Attempts_Host,Shots_on_Goal_Home,Shots_on_Goal_Host,Shots_off_Goal_Home,Shots_off_Goal_Host,Blocked_Shots_Home,Blocked_Shots_Host,Free_Kicks_Home,Free_Kicks_Host,Corner_Kicks_Home,Corner_Kicks_Host,Offsides_Home,Offsides_Host,Throw_ins_Home,Throw_ins_Host,Goalkeeper_Saves_Home,Goalkeeper_Saves_Host,Fouls_Home,Fouls_Host,Red_Cards_Home,Red_Cards_Host,Yellow_Cards_Home,Yellow_Cards_Host,Total_Passes_Home,Total_Passes_Host,Completed_Passes_Home,Completed_Passes_Host,Tackles_Home,Tackles_Host,Crosses_Completed_Home,Crosses_Completed_Host,Interceptions_Home,Interceptions_Host,Attacks_Home,Attacks_Host,Dangerous_Attacks_Home,Dangerous_Attacks_Host,Distance_Covered_(km)_Home,Distance_Covered_(km)_Host,Clearances_Completed_Home,Clearances_Completed_Host,Pass_Success_per_Home,Pass_Success_per_Host,referee,venue,capacity,attendance
Germany,Bundesliga,Stuttgart,FC Koln,1,1,2023/2024,24.02,17:30,"""0 - 0""","""1 - 1""","[""53'""]",['1 - 0'],['Millot E.'],['(Fuhrich C.)'],"[""62'""]",['1 - 1'],['Martel E.'],['(Maina L.)'],"[""42'""]",['Rouault A.'],['(Roughing)'],,,,,,,,,,"[""65'"", ""65'"", ""67'"", ""86'""]","['Silas', 'Mittelstadt M.', 'Dahoud M.', 'Leweling J.']","['Jeong Woo-Yeong', 'Rouault A.', 'Karazor A.', 'Millot E.']","['-', '-', '-', '-']","[""60'"", ""60'"", ""72'"", ""90+3'""]","['Alidou F.', 'Maina L.', 'Adamyan S.', 'Tigges S.']","['Huseinbasic D.', 'Diehl J.', 'Kainz F.', 'Thielmann J.']","['-', '-', '-', '-']",1.68,1.27,67%,33%,13.0,12.0,5.0,6.0,8.0,6.0,,,14.0,11.0,9.0,4.0,0.0,1.0,20.0,22.0,5.0,4.0,11.0,13.0,,,1.0,0.0,854.0,280.0,769.0,210.0,,,,,,,168.0,77.0,67.0,31.0,118.0,122.0,,,,,Ittrich P.  (Ger),MHPArena  (Stuttgart),60 449,54 500
Germany,Bundesliga,Union Berlin,Heidenheim,2,2,2023/2024,24.02,17:30,"""2 - 1""","""0 - 1""","[""44'"", ""45+2'""]","['1 - 1', '2 - 1']","['Gosens R.', 'Schafer A.']","['-', '(Gosens R.)']","[""3'"", ""71'""]","['0 - 1', '2 - 2']","['Dovedan N.', 'Beste J.']","['-', '(Dinkci E.)']","[""45'"", ""53'""]","['Gosens R.', 'Juranovic J.']","['(Tripping)', '(Unsportsmanlike conduct)']","[""87'""]",['Traore O. H.'],['(Roughing)'],,,,,,,"[""72'"", ""72'"", ""81'"", ""81'"", ""90'""]","['Trimmel C.', 'Kaufmann M.', 'Roussillon J.', 'Vertessen Y.', 'Kral A.']","['Juranovic J.', 'Hollerbach B.', 'Gosens R.', 'Aaronson B.', 'Tousart L.']","['-', '-', '-', '-', '-']","[""64'"", ""64'"", ""72'"", ""73'"", ""83'""]","['Beck A.', 'Pieringer M.', 'Sessa K.', 'Theuerkauf N.', 'Siersleben T.']","['Schoppner J.', 'Dovedan N.', 'Beste J.', 'Fohrenbach J.', 'Maloney L.']","['-', '-', '-', '-', '-']",0.99,1.28,57%,43%,12.0,9.0,3.0,4.0,9.0,5.0,,,12.0,11.0,4.0,2.0,4.0,0.0,30.0,26.0,2.0,1.0,9.0,12.0,,,2.0,1.0,522.0,346.0,407.0,249.0,,,,,,,136.0,117.0,56.0,34.0,124.0,122.0,,,,,Aytekin D.  (Ger),Stadion An der Alten Försterei  (Berlin),22 012,21 341
Germany,Bundesliga,Werder Bremen,Darmstadt,1,1,2023/2024,24.02,17:30,"""1 - 1""","""0 - 0""","[""8'""]",['1 - 0'],['Zimmermann C.'],['(Own goal)'],"[""33'""]",['1 - 1'],['Justvan J.'],['(Bader M.)'],"[""20'"", ""35'"", ""38'""]","['Ducksch M.', 'Lynen S.', 'Jung A.']","['(Diving)', '(Tripping)', '(Tripping)']","[""52'"", ""56'"", ""67'"", ""89'""]","['Holland F.', 'Gjasula K.', 'Maglica M.', 'Karic E.']","['(Tripping)', '(Tripping)', '(Tripping)', '(Tripping)']",,,,,,,"[""63'"", ""63'"", ""76'"", ""77'""]","['Woltemade N.', 'Deman O.', 'Kownacki D.', 'Bittencourt L.']","['Njinmah J.', 'Agu F.', 'Schmid R.', 'Lynen S.']","['-', '-', '-', '-']","[""70'"", ""70'"", ""70'"", ""77'"", ""90'""]","['Kempe T.', 'Franjic B.', 'Nurnberger F.', 'Muller J.', 'Seydel A.']","['Gjasula K.', 'Holland F.', 'Justvan J.', 'Maglica M.', 'Polter S.']","['-', '-', '-', '-', '-']",1.92,1.03,54%,46%,13.0,11.0,4.0,3.0,9.0,8.0,,,15.0,15.0,4.0,6.0,5.0,2.0,16.0,27.0,2.0,4.0,10.0,13.0,,,3.0,4.0,523.0,415.0,455.0,332.0,,,,,,,101.0,89.0,57.0,39.0,122.0,124.0,,,,,Badstubner F.  (Ger),Weserstadion  (Bremen),42 100,42 358
Germany,Bundesliga,Bayer Leverkusen,Mainz,2,1,2023/2024,23.02,22:30,"""1 - 1""","""1 - 0""","[""3'"", ""68'""]","['1 - 0', '2 - 1']","['Xhaka G.', 'Andrich R.']","['-', '(Wirtz F.)']","[""7'""]",['1 - 1'],['Kohr D.'],['(Widmer S.)'],"[""45+1'"", ""45+1'"", ""49'"", ""74'""]","['Frimpong J.', 'Alonso X.', 'Tah J.', 'Wirtz F.']","['(Unsportsmanlike conduct)', '(Not on pitch)', '(Tripping)', '(Unsportsmanlike conduct)']","[""42'"", ""52'"", ""54'"", ""66'"", ""85'""]","['Onisiwo K.', 'Kohr D.', 'Zentner R.', 'Caci A.', 'Mwene P.']","['(Tripping)', '(Roughing)', '(Delay of game)', '(Tripping)', '(Tripping)']",,,,"[""80'""]",['Ngankam J.'],['(Serious foul)'],"[""56'"", ""83'"", ""83'"", ""90'""]","['Schick P.', 'Hincapie P.', 'Tella N.', 'Hlozek A.']","['Hofmann J.', 'Adli A.', 'Frimpong J.', 'Wirtz F.']","['-', '-', '-', '-']","[""60'"", ""65'"", ""83'""]","['Guilavogui J.', 'Ngankam J.', 'Krauss T.']","['Widmer S.', 'Gruda B.', 'Onisiwo K.']","['-', '-', '-']",1.21,1.36,60%,40%,18.0,13.0,7.0,4.0,11.0,9.0,,,18.0,16.0,11.0,2.0,2.0,2.0,21.0,12.0,3.0,5.0,14.0,16.0,0.0,1.0,3.0,5.0,664.0,336.0,578.0,269.0,,,,,,,129.0,78.0,73.0,26.0,118.0,116.0,,,,,Gerach T.  (Ger),BayArena  (Leverkusen),30 210,30 210
Germany,Bundesliga,Bochum,Bayern Munich,3,2,2023/2024,18.02,19:30,"""2 - 1""","""1 - 1""","[""38'"", ""44'"", ""78'""]","['1 - 1', '2 - 1', '3 - 1']","['Asano T.', 'Schlotterbeck K.', 'Stoger K.']","['(Losilla A.)', '(Stoger K.)', '(Penalty)']","[""14'"", ""87'""]","['0 - 1', '3 - 2']","['Musiala J.', 'Kane H.']","['(Goretzka L.)', '(Tel M.)']","[""45'"", ""45+6'""]","['Bernardo', 'Losilla A.']","['(Tripping)', '(Tripping, misses next match)']","[""39'"", ""50'"", ""59'""]","['Upamecano D.', 'Goretzka L.', 'Kim Min-Jae']","['(Tripping)', '(Unsportsmanlike conduct)', '(Foul)']",,,,"[""77'""]",['Upamecano D.'],['(Elbowing)'],"[""46'"", ""79'"", ""89'"", ""90+5'""]","['Gamboa C.', 'Kwarteng M.', 'Forster P.', 'Loosli N.']","['Oermann T.', 'Antwi-Adjei C.', 'Asano T.', 'Losilla A.']","['-', '-', '-', '-']","[""33'"", ""63'"", ""63'"", ""79'"", ""79'""]","['Upamecano D.', 'Sane L.', 'Zaragoza B.', 'Tel M.', 'Dier E.']","['Mazraoui N.', 'Choupo-Moting E. M.', 'Kimmich J.', 'Muller T.', 'Guerreiro R.']","['(Injury)', '-', '-', '-', '-']",1.52,3.67,36%,64%,14.0,26.0,5.0,10.0,9.0,16.0,,,9.0,17.0,4.0,9.0,5.0,0.0,19.0,24.0,8.0,2.0,12.0,10.0,0.0,1.0,2.0,4.0,262.0,605.0,176.0,508.0,,,,,,,92.0,126.0,45.0,70.0,125.0,118.0,,,,,Schlager D.  (Ger),Vonovia Ruhrstadion  (Bochum),26 000,26 000
Germany,Bundesliga,Freiburg,Eintracht Frankfurt,3,3,2023/2024,18.02,17:30,"""2 - 2""","""1 - 1""","[""30'"", ""45+5'"", ""90'""]","['1 - 1', '2 - 2', '3 - 3']","['Doan R.', 'Grifo V.', 'Gregoritsch M.']","['-', '(Penalty)', '(Weisshaupt N.)']","[""27'"", ""35'"", ""72'""]","['0 - 1', '1 - 2', '2 - 3']","['Marmoush O.', 'Knauff A.', 'Knauff A.']","['(Max P.)', '(Marmoush O.)', '(Marmoush O.)']",,,,,,,,,,,,,"[""77'"", ""77'"", ""77'"", ""83'"", ""88'""]","['Gregoritsch M.', 'Sildillia K.', 'Weisshaupt N.', 'Muslija F.', 'Philipp M.']","['Holer L.', 'Keitel Y.', 'Makengo J.', 'Grifo V.', 'Sallai R.']","['-', '-', '-', '-', '-']","[""11'"", ""87'"", ""87'"", ""90+4'"", ""90+4'""]","['Knauff A.', 'Dina Ebimbe J.', 'Rode S.', 'Nkounkou N.', 'Ekitike H.']","['Kalajdzic S.', 'Marmoush O.', 'Gotze M.', 'Max P.', 'Chaibi F.']","['(Injury)', '-', '-', '-', '-']",2.57,1.13,51%,49%,13.0,10.0,8.0,6.0,5.0,4.0,,,11.0,7.0,6.0,1.0,0.0,1.0,22.0,11.0,3.0,5.0,8.0,10.0,,,,,552.0,484.0,447.0,397.0,,,,,,,125.0,93.0,48.0,29.0,127.0,127.0,,,,,Stieler T.  (Ger),Europa-Park Stadion  (Freiburg),34 700,34 700
Germany,Bundesliga,RB Leipzig,B. Monchengladbach,2,0,2023/2024,17.02,20:30,"""1 - 0""","""1 - 0""","[""14'"", ""57'""]","['1 - 0', '2 - 0']","['Simons X.', 'Openda L.']","['(Poulsen Y.)', '(Schlager X.)']",,,,,"[""27'""]",['Schlager X.'],['(Roughing)'],"[""8'"", ""33'"", ""44'"", ""46'"", ""83'""]","['Elvedi N.', 'Itakura K.', 'Kone M.', 'Weigl J.', 'Siebatcheu J.']","['(Tripping)', '(Roughing)', '(Holding)', '(Roughing)', '(Roughing)']",,,,,,,"[""23'"", ""67'"", ""67'"", ""78'"", ""78'""]","['Simakan M.', 'Sesko B.', 'Seiwald N.', 'Baumgartner C.', 'Lukeba C.']","['Klostermann L.', 'Poulsen Y.', 'Haidara A.', 'Olmo D.', 'Raum D.']","['(Injury)', '-', '-', '-', '-']","[""59'"", ""59'"", ""69'"", ""69'"", ""85'""]","['Ngoumou N.', 'Lainer S.', 'Friedrich M.', 'Honorat F.', 'Fukuda S.']","['Wober M.', 'Scally J.', 'Itakura K.', 'Hack R.', 'Reitz R.']","['-', '-', '-', '-', '-']",1.62,0.59,48%,52%,16.0,13.0,9.0,0.0,7.0,13.0,,,14.0,13.0,8.0,4.0,1.0,1.0,20.0,19.0,0.0,7.0,12.0,13.0,,,1.0,5.0,439.0,461.0,378.0,396.0,,,,,,,109.0,100.0,48.0,52.0,117.0,117.0,,,,,Storks S.  (Ger),Red Bull Arena  (Leipzig),47 069,44 822
Germany,Bundesliga,Darmstadt,Stuttgart,1,2,2023/2024,17.02,17:30,"""0 - 1""","""1 - 1""","[""90+5'""]",['1 - 2'],['Seydel A.'],['(Vilhelmsson O.)'],"[""14'"", ""90+2'""]","['0 - 1', '0 - 2']","['Guirassy S.', 'Dahoud M.']","['(Anton W.)', '-']","[""45+14'"", ""67'"", ""69'"", ""90'"", ""90+7'""]","['Klarer C.', 'Zimmermann C.', 'Brunst A.', 'Justvan J.', 'Lieberknecht T.']","['(Foul)', '(Unsportsmanlike conduct)', '(Not on pitch)', '(Holding)', '(Not on pitch)']","[""45+13'"", ""45+24'"", ""67'"", ""71'""]","['Stenzel P.', 'Leweling J.', 'Fuhrich C.', 'Karazor A.']","['(Foul)', '(Unsportsmanlike conduct)', '(Unsportsmanlike conduct)', '(Holding)']",,,,"[""45+22'""]",['Stenzel P.'],['(Roughing)'],"[""46'"", ""74'"", ""74'"", ""86'"", ""86'""]","['Nurnberger F.', 'Seydel A.', 'Torsiello F.', 'Vilhelmsson O.', 'Schnellhardt F.']","['Klarer C.', 'Pfeiffer L.', 'Karic E.', 'Gjasula K.', 'Mehlem M.']","['-', '-', '-', '-', '-']","[""46'"", ""63'"", ""71'"", ""81'"", ""81'""]","['Vagnoman J.', 'Millot E.', 'Jeong Woo-Yeong', 'Stergiou L.', 'Dahoud M.']","['Leweling J.', 'Guirassy S.', 'Fuhrich C.', 'Mittelstadt M.', 'Undav D.']","['-', '-', '-', '-', '(Injury)']",3.11,2.27,54%,46%,21.0,13.0,9.0,4.0,12.0,9.0,,,16.0,18.0,5.0,3.0,6.0,2.0,23.0,10.0,2.0,8.0,15.0,14.0,0.0,1.0,4.0,5.0,485.0,359.0,403.0,287.0,,,,,,,114.0,82.0,60.0,28.0,128.0,120.0,,,,,Welz T.  (Ger),Merck-Stadion am Bollenfalltor  (Darmstadt),17 810,17 810
Germany,Bundesliga,Heidenheim,Bayer Leverkusen,1,2,2023/2024,17.02,17:30,"""0 - 1""","""1 - 1""","[""86'""]",['1 - 2'],['Kleindienst T.'],['(Dovedan N.)'],"[""45+2'"", ""81'""]","['0 - 1', '0 - 2']","['Frimpong J.', 'Adli A.']","['-', '(Wirtz F.)']","[""26'"", ""32'""]","['Fohrenbach J.', 'Gimber B.']","['(Roughing)', '(Roughing)']","[""90+2'""]",['Andrich R.'],['(Unsportsmanlike conduct)'],,,,,,,"[""46'"", ""63'"", ""76'"", ""76'"", ""82'""]","['Dovedan N.', 'Sessa K.', 'Busch M.', 'Pick F.', 'Pieringer M.']","['Beck A.', 'Schoppner J.', 'Dinkci E.', 'Beste J.', 'Gimber B.']","['-', '-', '-', '-', '-']","[""74'"", ""88'"", ""88'"", ""88'""]","['Iglesias B.', 'Hofmann J.', 'Tella N.', 'Tapsoba E.']","['Schick P.', 'Wirtz F.', 'Frimpong J.', 'Adli A.']","['-', '-', '-', '-']",0.83,2.18,44%,56%,6.0,17.0,3.0,4.0,3.0,13.0,,,6.0,15.0,4.0,5.0,0.0,1.0,35.0,17.0,2.0,2.0,15.0,5.0,,,2.0,1.0,324.0,567.0,250.0,476.0,,,,,,,94.0,122.0,58.0,53.0,123.0,123.0,,,,,Osmers H.  (Ger),Voith-Arena  (Heidenheim),15 000,15 000
Germany,Bundesliga,Hoffenheim,Union Berlin,0,1,2023/2024,17.02,17:30,"""0 - 0""","""0 - 1""",,,,,"[""84'""]",['0 - 1'],['Aaronson B.'],['(Vertessen Y.)'],"[""44'"", ""86'""]","['Nsoki S.', 'Kaderabek P.']","['(Roughing)', '(Holding)']","[""44'"", ""45+9'"", ""89'""]","['Volland K.', 'Doekhi D.', 'Leite D.']","['(Unsportsmanlike conduct)', '(Tripping)', '(Handling, misses next match)']","[""45+3'""]",['Nsoki S.'],['(Roughing)'],"[""45+5'""]",['Volland K.'],['(Roughing)'],"[""29'"", ""46'"", ""81'"", ""90+1'""]","['Weghorst W.', 'Skov R.', 'Conte B.', 'Jurasek D.']","['Promel G.', 'Tohumcu U.', 'Bebou I.', 'Kaderabek P.']","['(Injury)', '-', '-', '-']","[""6'"", ""66'"", ""66'"", ""81'"", ""81'""]","['Kral A.', 'Vertessen Y.', 'Aaronson B.', 'Juranovic J.', 'Roussillon J.']","['Khedira R.', 'Hollerbach B.', 'Laidouni A.', 'Trimmel C.', 'Gosens R.']","['(Injury)', '-', '-', '-', '-']",1.08,1.42,62%,38%,16.0,10.0,4.0,3.0,12.0,7.0,,,10.0,15.0,6.0,2.0,2.0,3.0,18.0,23.0,2.0,4.0,10.0,7.0,1.0,1.0,3.0,4.0,627.0,298.0,571.0,229.0,,,,,,,139.0,69.0,65.0,25.0,116.0,120.0,,,,,Hartmann R.  (Ger),PreZero Arena  (Sinsheim),30 150,18 000
Germany,Bundesliga,Mainz,Augsburg,1,0,2023/2024,17.02,17:30,"""1 - 0""","""0 - 0""","[""43'""]",['1 - 0'],['van den Berg S.'],['(Amiri N.)'],,,,,"[""35'"", ""90+7'"", ""90+14'""]","['Lee Jae-Sung', 'Kohr D.', 'van den Berg S.']","['(Foul)', '(Unsportsmanlike conduct)', '(Unsportsmanlike conduct)']","[""45+5'"", ""90+7'""]","['Dahmen F.', 'Gouweleeuw J.']","['(Tripping)', '(Unsportsmanlike conduct)']",,,,"[""90+12'""]",['Pedersen M.'],['(Tripping)'],"[""77'"", ""83'"", ""83'"", ""90+9'""]","['Guilavogui J.', 'Ajorque L.', 'Ngankam J.', 'Papela M.']","['Hanche-Olsen A.', 'Onisiwo K.', 'Gruda B.', 'Lee Jae-Sung']","['-', '-', '-', '-']","[""46'"", ""74'"", ""74'"", ""88'"", ""90+5'""]","['Biel P.', 'Gumny R.', 'Pedersen M.', 'Maier A.', 'Michel S.']","['Tietz P.', 'Mbabu K.', 'Rexhbecaj E.', 'Engels A.', 'Iago']","['-', '-', '-', '-', '-']",3.07,0.8,47%,53%,18.0,10.0,4.0,4.0,14.0,6.0,,,16.0,10.0,7.0,7.0,2.0,0.0,27.0,24.0,4.0,3.0,8.0,16.0,0.0,1.0,3.0,2.0,276.0,320.0,199.0,240.0,,,,,,,107.0,79.0,60.0,39.0,120.0,119.0,,,,,Reichel T.  (Ger),Mewa Arena  (Mainz),34 000,26 000
Germany,Bundesliga,Wolfsburg,Dortmund,1,1,2023/2024,17.02,17:30,"""0 - 1""","""1 - 0""","[""64'""]",['1 - 1'],['Gerhardt Y.'],['-'],"[""8'""]",['0 - 1'],['Fullkrug N.'],['-'],"[""71'"", ""90+7'"", ""90+8'""]","['Gerhardt Y.', 'Arnold M.', 'Jenz M.']","['(Tripping)', '(Unsportsmanlike conduct)', '(Unsportsmanlike conduct)']","[""90+8'""]",['Moukoko Y.'],['(Unsportsmanlike conduct)'],,,,,,,"[""46'"", ""77'"", ""88'""]","['Gerhardt Y.', 'Nmecha L.', 'Sarr A.']","['Svanberg M.', 'Behrens K.', 'Wind J.']","['-', '-', '-']","[""79'"", ""79'"", ""85'""]","['Ozcan S.', 'Gittens J.', 'Moukoko Y.']","['Reus M.', 'Sancho J.', 'Fullkrug N.']","['-', '-', '-']",2.13,1.46,38%,62%,9.0,12.0,4.0,5.0,5.0,7.0,,,8.0,23.0,5.0,3.0,5.0,3.0,19.0,20.0,4.0,3.0,18.0,5.0,,,3.0,1.0,332.0,619.0,259.0,545.0,,,,,,,85.0,109.0,63.0,43.0,127.0,122.0,,,,,Petersen M.  (Ger),Volkswagen Arena  (Wolfsburg),28 917,28 917
Germany,Bundesliga,FC Koln,Werder Bremen,0,1,2023/2024,16.02,22:30,"""0 - 0""","""0 - 1""",,,,,"[""70'""]",['0 - 1'],['Njinmah J.'],['(Weiser M.)'],"[""26'"", ""77'"", ""90+2'"", ""90+5'""]","['Kainz F.', 'Thielmann J.', 'Huseinbasic D.', 'Hubers T.']","['(Unsportsmanlike conduct)', '(Unsportsmanlike conduct)', '(Tripping)', '(Tripping)']","[""26'"", ""77'"", ""88'"", ""88'""]","['Schmid R.', 'Weiser M.', 'Malatini J.', 'Bittencourt L.']","['(Unsportsmanlike conduct)', '(Unsportsmanlike conduct)', '(Tripping)', '(Unsportsmanlike conduct)']",,,,,,,"[""67'"", ""74'"", ""74'"", ""84'"", ""84'""]","['Diehl J.', 'Christensen J.', 'Adamyan S.', 'Dietz F.', 'Tigges S.']","['Kainz F.', 'Martel E.', 'Maina L.', 'Schmitz B.', 'Ljubicic D.']","['-', '-', '-', '-', '-']","[""66'"", ""83'"", ""83'"", ""83'"", ""90+4'""]","['Njinmah J.', 'Bittencourt L.', 'Borre R.', 'Deman O.', 'Alvero S.']","['Woltemade N.', 'Schmid R.', 'Ducksch M.', 'Weiser M.', 'Lynen S.']","['-', '-', '-', '-', '-']",0.55,1.87,57%,43%,10.0,13.0,2.0,4.0,8.0,9.0,,,11.0,19.0,5.0,3.0,2.0,0.0,32.0,13.0,3.0,2.0,16.0,11.0,,,4.0,4.0,485.0,359.0,403.0,287.0,,,,,,,109.0,105.0,56.0,37.0,122.0,118.0,,,,,Siebert D.  (Ger),RheinEnergieStadion  (Cologne),50 000,52 652
Germany,Bundesliga,Hoffenheim,FC Koln,1,1,2023/2024,11.02,19:30,"""0 - 0""","""1 - 1""","[""90+4'""]",['1 - 1'],['Kramaric A.'],['-'],"[""79'""]",['0 - 1'],['Finkgrafe M.'],['-'],"[""32'"", ""78'"", ""81'""]","['Bebou I.', 'Stach A.', 'Grillitsch F.']","['(Holding)', '(Tripping)', '(Tripping)']","[""55'"", ""76'"", ""76'"", ""84'""]","['Schmitz B.', 'Maina L.', 'Chabot J.', 'Finkgrafe M.']","['(Holding)', '(Unsportsmanlike conduct, misses next match)', '(Tripping)', '(Delay of game)']",,,,,,,"[""68'"", ""68'"", ""68'"", ""82'"", ""82'""]","['Kramaric A.', 'Akpoguma K.', 'Stach A.', 'Jurasek D.', 'Conte B.']","['Weghorst W.', 'Kaderabek P.', 'Tohumcu U.', 'Skov R.', 'Bebou I.']","['-', '-', '-', '-', '-']","[""58'"", ""74'"", ""89'"", ""90'""]","['Maina L.', 'Tigges S.', 'Heintz D.', 'Adamyan S.']","['Kainz F.', 'Alidou F.', 'Finkgrafe M.', 'Thielmann J.']","['-', '-', '-', '-']",0.8,0.17,53%,47%,10.0,5.0,4.0,1.0,6.0,4.0,,,10.0,15.0,10.0,3.0,2.0,0.0,13.0,30.0,0.0,3.0,12.0,13.0,,,3.0,4.0,493.0,357.0,409.0,278.0,,,,,,,120.0,105.0,61.0,41.0,120.0,122.0,,,,,Dingert C.  (Ger),PreZero Arena  (Sinsheim),30 150,23 020
Germany,Bundesliga,Stuttgart,Mainz,3,1,2023/2024,11.02,17:30,"""2 - 0""","""1 - 1""","[""45+2'"", ""45+4'"", ""73'""]","['1 - 0', '2 - 0', '3 - 0']","['Mittelstadt M.', 'Leweling J.', 'Undav D.']","['(Stenzel P.)', '(Stenzel P.)', '(Rouault A.)']","[""76'""]",['3 - 1'],['Ajorque L.'],['(Guilavogui J.)'],"[""82'""]",['Karazor A.'],['(Tripping)'],"[""84'""]",['Guilavogui J.'],['(Roughing)'],,,,,,,"[""62'"", ""62'"", ""62'"", ""76'"", ""79'""]","['Rouault A.', 'Guirassy S.', 'Vagnoman J.', 'Dahoud M.', 'Jeong Woo-Yeong']","['Fuhrich C.', 'Leweling J.', 'Stenzel P.', 'Stiller A.', 'Undav D.']","['-', '-', '-', '-', '-']","[""46'"", ""46'"", ""46'"", ""70'"", ""84'""]","['Richter M.', 'Barreiro L.', 'Lee Jae-Sung', 'Krauss T.', 'Gruda B.']","['Ngankam J.', 'Kohr D.', 'Papela M.', 'Hanche-Olsen A.', 'Guilavogui J.']","['-', '-', '-', '-', '-']",1.7,1.75,55%,45%,10.0,16.0,7.0,6.0,3.0,10.0,,,9.0,7.0,4.0,5.0,0.0,0.0,15.0,25.0,5.0,4.0,7.0,9.0,,,1.0,1.0,703.0,447.0,612.0,362.0,,,,,,,139.0,111.0,43.0,44.0,125.0,124.0,,,,,Aytekin D.  (Ger),MHPArena  (Stuttgart),60 449,52 005
