Country,League,home_team,away_team,home_score,away_score,season_year,Date_day,Date_hour,first_half,second_half,home_team_goals_current_time,home_team_goals_current_score,home_team_goals,home_team_goals_assist,away_team_goals_current_time,away_team_goals_current_score,away_team_goals,away_team_goals_assist,home_team_yellow_card_current_time,home_team_yellow_card,home_team_yellow_card_why,away_team_yellow_card_current_time,away_team_yellow_card,away_team_yellow_card_why,home_team_red_card_current_time,home_team_red_card,home_team_red_card_why,away_team_red_card_current_time,away_team_red_card,away_team_red_card_why,home_team_substitutions_current_time,home_team_substitutions,home_team_substitutions_with,home_team_substitution_why,away_team_substitutions_current_time,away_team_substitutions,away_team_substitutions_with,away_team_substitution_why,expected_goals_xg_home,expected_goals_xg_host,Ball_Possession_Home,Ball_Possession_Host,Goal_Attempts_Home,Goal_Attempts_Host,Shots_on_Goal_Home,Shots_on_Goal_Host,Shots_off_Goal_Home,Shots_off_Goal_Host,Blocked_Shots_Home,Blocked_Shots_Host,Free_Kicks_Home,Free_Kicks_Host,Corner_Kicks_Home,Corner_Kicks_Host,Offsides_Home,Offsides_Host,Throw_ins_Home,Throw_ins_Host,Goalkeeper_Saves_Home,Goalkeeper_Saves_Host,Fouls_Home,Fouls_Host,Red_Cards_Home,Red_Cards_Host,Yellow_Cards_Home,Yellow_Cards_Host,Total_Passes_Home,Total_Passes_Host,Completed_Passes_Home,Completed_Passes_Host,Tackles_Home,Tackles_Host,Crosses_Completed_Home,Crosses_Completed_Host,Interceptions_Home,Interceptions_Host,Attacks_Home,Attacks_Host,Dangerous_Attacks_Home,Dangerous_Attacks_Host,Distance_Covered_(km)_Home,Distance_Covered_(km)_Host,Clearances_Completed_Home,Clearances_Completed_Host,Pass_Success_per_Home,Pass_Success_per_Host,referee,venue,capacity,attendance
Germany,Bundesliga,RB Leipzig,Eintracht Frankfurt,0,1,2023/2024,13.01,17:30,"""0 - 1""","""0 - 0""",,,,,"[""7'""]",['0 - 1'],['Knauff A.'],['(Nkounkou N.)'],,,,"[""41'"", ""90+4'""]","['Dina Ebimbe J.', 'Larsson H.']","['(Foul)', '(Foul)']",,,,,,,"[""68'"", ""68'"", ""87'"", ""88'""]","['Poulsen Y.', 'Olmo D.', 'Lukeba C.', 'Elmas E.']","['Sesko B.', 'Baumgartner C.', 'Simakan M.', 'Henrichs B.']","['-', '-', '-', '-']","[""62'"", ""63'"", ""72'"", ""84'""]","['Ngankam J.', 'Buta', 'Jakic K.', 'Hauge J.']","['Kalajdzic S.', 'van de Beek D.', 'Dina Ebimbe J.', 'Gotze M.']","['-', '-', '-', '-']",3.07,0.81,61%,39%,26.0,5.0,7.0,1.0,19.0,4.0,,,19.0,13.0,15.0,4.0,5.0,3.0,25.0,22.0,0.0,7.0,7.0,16.0,,,0.0,2.0,617.0,373.0,543.0,307.0,,,,,,,159.0,54.0,104.0,22.0,120.0,122.0,,,,,Willenborg F.  (Ger),Red Bull Arena  (Leipzig),47 069,45 867
Germany,Bundesliga,Bayern Munich,Hoffenheim,3,0,2023/2024,12.01,22:30,"""1 - 0""","""2 - 0""","[""18'"", ""70'"", ""90'""]","['1 - 0', '2 - 0', '3 - 0']","['Musiala J.', 'Musiala J.', 'Kane H.']","['(Sane L.)', '(Sane L.)', '(Goretzka L.)']",,,,,"[""83'""]",['Pavlovic A.'],['(Holding)'],"[""16'"", ""42'""]","['Stach A.', 'Promel G.']","['(Holding)', '(Roughing)']",,,,"[""74'""]",['Promel G.'],['(Roughing)'],"[""73'"", ""73'"", ""77'"", ""78'"", ""87'""]","['Coman K.', 'Tel M.', 'Goretzka L.', 'Pavlovic A.', 'Choupo-Moting E. M.']","['Muller T.', 'Sane L.', 'Guerreiro R.', 'Laimer K.', 'Musiala J.']","['-', '-', '-', '-', '-']","[""79'"", ""79'"", ""79'"", ""84'""]","['Skov R.', 'Tohumcu U.', 'Bebou I.', 'Becker F. O.']","['Bulter M.', 'Kramaric A.', 'Weghorst W.', 'Beier M.']","['-', '-', '-', '-']",2.31,1.45,60%,40%,27.0,12.0,12.0,4.0,15.0,8.0,,,5.0,11.0,11.0,2.0,2.0,0.0,19.0,18.0,4.0,9.0,8.0,6.0,0.0,1.0,1.0,3.0,654.0,391.0,588.0,328.0,,,,,,,151.0,60.0,108.0,30.0,119.0,119.0,,,,,Brand B.  (Ger),Allianz Arena  (Munich),75 024,75 000
Germany,Bundesliga,Bayer Leverkusen,Bochum,4,0,2023/2024,20.12,22:30,"""3 - 0""","""1 - 0""","[""30'"", ""32'"", ""45+1'"", ""69'""]","['1 - 0', '2 - 0', '3 - 0', '4 - 0']","['Schick P.', 'Schick P.', 'Schick P.', 'Boniface V.']","['(Penalty)', '(Frimpong J.)', '(Grimaldo A.)', '(Wirtz F.)']",,,,,,,,"[""39'"", ""51'""]","['Masovic E.', 'Schlotterbeck K.']","['(Foul)', '(Foul)']",,,,,,,"[""67'"", ""67'"", ""73'"", ""73'"", ""87'""]","['Boniface V.', 'Tapsoba E.', 'Hlozek A.', 'Puerta G.', 'Amiri N.']","['Schick P.', 'Tah J.', 'Hofmann J.', 'Hincapie P.', 'Wirtz F.']","['-', '-', '-', '-', '-']","[""46'"", ""63'"", ""63'"", ""69'"", ""87'""]","['Soares D. T.', 'Forster P.', 'Broschinski M.', 'Loosli N.', 'Oermann T.']","['Asano T.', 'Paciencia G.', 'Antwi-Adjei C.', 'Masovic E.', 'Losilla A.']","['-', '-', '-', '-', '-']",3.82,0.41,63%,37%,15.0,6.0,8.0,1.0,7.0,5.0,,,6.0,8.0,4.0,3.0,5.0,2.0,11.0,14.0,1.0,4.0,7.0,12.0,,,0.0,2.0,715.0,326.0,629.0,234.0,,,,,,,122.0,91.0,50.0,28.0,122.0,121.0,,,,,Schlager D.  (Ger),BayArena  (Leverkusen),30 210,30 210
Germany,Bundesliga,Eintracht Frankfurt,B. Monchengladbach,2,1,2023/2024,20.12,22:30,"""0 - 1""","""2 - 0""","[""90+3'"", ""90+8'""]","['1 - 1', '2 - 1']","['Buta', 'Koch R.']","['(Nkounkou N.)', '-']","[""27'""]",['0 - 1'],['Wober M.'],['(Honorat F.)'],"[""71'""]",['Pacho W.'],['(Holding)'],"[""35'"", ""49'"", ""69'"", ""79'"", ""90+6'""]","['Elvedi N.', 'Kone M.', 'Wober M.', 'Scally J.', 'Nicolas M.']","['(Tripping)', '(Roughing)', '(Tripping)', '(Foul)', '(Delay of game)']",,,,"[""88'""]",['Wober M.'],['(Roughing)'],"[""60'"", ""77'"", ""77'"", ""83'"", ""83'""]","['Larsson H.', 'Ngankam J.', 'Nkounkou N.', 'Hauge J.', 'Buta']","['Dina Ebimbe J.', 'Gotze M.', 'Max P.', 'Knauff A.', 'Tuta']","['-', '-', '-', '-', '-']","[""63'"", ""77'"", ""77'"", ""90'"", ""90'""]","['Ngoumou N.', 'Kramer Ch.', 'Cvancara T.', 'Friedrich M.', 'Chiarodia F. C.']","['Hack R.', 'Reitz R.', 'Plea A.', 'Ngoumou N.', 'Honorat F.']","['-', '-', '-', '-', '-']",1.64,0.31,61%,39%,15.0,7.0,7.0,2.0,8.0,5.0,,,16.0,12.0,8.0,2.0,1.0,2.0,28.0,12.0,1.0,5.0,11.0,14.0,0.0,1.0,1.0,6.0,632.0,377.0,544.0,294.0,,,,,,,145.0,91.0,59.0,25.0,120.0,116.0,,,,,Badstubner F.  (Ger),Deutsche Bank Park  (Frankfurt),58 000,58 000
Germany,Bundesliga,Heidenheim,Freiburg,3,2,2023/2024,20.12,22:30,"""0 - 1""","""3 - 1""","[""52'"", ""84'"", ""90+2'""]","['1 - 1', '2 - 2', '3 - 2']","['Dinkci E.', 'Kleindienst T.', 'Ginter M.']","['(Kleindienst T.)', '(Schimmer S.)', '(Own goal)']","[""7'"", ""64'""]","['0 - 1', '1 - 2']","['Holer L.', 'Holer L.']","['(Rohl M.)', '(Penalty)']","[""33'"", ""37'"", ""64'""]","['Schoppner J.', 'Fohrenbach J.', 'Gimber B.']","['(Roughing)', '(Foul)', '(Tripping)']","[""5'"", ""36'"", ""60'"", ""76'""]","['Gulde M.', 'Sildillia K.', 'Rohl M.', 'Hofler N.']","['(Holding)', '(Foul)', '(Tripping)', '(Roughing)']",,,,,,,"[""67'"", ""67'"", ""74'"", ""74'"", ""75'""]","['Schimmer S.', 'Sessa K.', 'Theuerkauf N.', 'Traore O. H.', 'Dovedan N.']","['Beck A.', 'Pieringer M.', 'Gimber B.', 'Busch M.', 'Maloney L.']","['-', '-', '-', '-', '-']","[""65'"", ""84'"", ""84'""]","['Gregoritsch M.', 'Weisshaupt N.', 'Adamu J.']","['Rohl M.', 'Kubler L.', 'Sallai R.']","['-', '-', '-']",1.83,1.79,54%,46%,14.0,10.0,3.0,4.0,11.0,6.0,,,11.0,20.0,7.0,4.0,2.0,0.0,18.0,13.0,2.0,1.0,20.0,12.0,,,3.0,4.0,440.0,387.0,370.0,314.0,,,,,,,86.0,115.0,44.0,39.0,124.0,124.0,,,,,Brand B.  (Ger),Voith-Arena  (Heidenheim),15 000,15 000
Germany,Bundesliga,Stuttgart,Augsburg,3,0,2023/2024,20.12,22:30,"""2 - 0""","""1 - 0""","[""18'"", ""45+1'"", ""69'""]","['1 - 0', '2 - 0', '3 - 0']","['Undav D.', 'Guirassy S.', 'Fuhrich C.']","['(Stiller A.)', '(Undav D.)', '(Stiller A.)']",,,,,,,,"[""12'"", ""62'"", ""71'"", ""81'""]","['Demirovic E.', 'Gumny R.', 'Pedersen M.', 'Dorsch N.']","['(Roughing)', '(Roughing)', '(Roughing)', '(Tripping)']",,,,,,,"[""73'"", ""73'"", ""78'"", ""78'"", ""89'""]","['Rouault A.', 'Vagnoman J.', 'Silas', 'Millot E.', 'Jeong Woo-Yeong']","['Zagadou D.', 'Stenzel P.', 'Leweling J.', 'Undav D.', 'Fuhrich C.']","['-', '-', '-', '-', '-']","[""46'"", ""59'"", ""59'"", ""68'"", ""82'""]","['Pfeiffer P.', 'Vargas R.', 'Gumny R.', 'Beljo D.', 'Maier A.']","['Gouweleeuw J.', 'Jensen F.', 'Mbabu K.', 'Tietz P.', 'Pedersen M.']","['-', '-', '-', '-', '-']",2.97,0.5,63%,37%,17.0,6.0,7.0,5.0,10.0,1.0,,,14.0,11.0,4.0,4.0,3.0,2.0,25.0,15.0,5.0,4.0,8.0,14.0,,,0.0,4.0,614.0,296.0,534.0,240.0,,,,,,,119.0,91.0,36.0,25.0,115.0,116.0,,,,,Siebert D.  (Ger),MHPArena  (Stuttgart),60 449,53 600
Germany,Bundesliga,Wolfsburg,Bayern Munich,1,2,2023/2024,20.12,22:30,"""1 - 2""","""0 - 0""","[""45+1'""]",['1 - 2'],['Arnold M.'],['(Maehle J.)'],"[""33'"", ""43'""]","['0 - 1', '0 - 2']","['Musiala J.', 'Kane H.']","['(Muller T.)', '(Muller T.)']","[""11'"", ""46'"", ""59'"", ""90+1'""]","['Zesiger C.', 'Majer L.', 'Baku R.', 'Tomas T.']","['(Holding)', '(Tripping)', '(Holding)', '(Roughing)']","[""20'"", ""90+1'""]","['Pavlovic A.', 'Guerreiro R.']","['(Roughing)', '(Foul)']",,,,,,,"[""46'"", ""52'"", ""72'"", ""84'""]","['Rogerio', 'Tomas T.', 'Paredes K.', 'Cerny V.']","['Zesiger C.', 'Majer L.', 'Svanberg M.', 'Baku R.']","['-', '-', '-', '-']","[""63'"", ""90+3'""]","['de Ligt M.', 'Choupo-Moting E. M.']","['Muller T.', 'Musiala J.']","['-', '-']",0.34,2.49,41%,59%,5.0,21.0,4.0,8.0,1.0,13.0,,,10.0,15.0,0.0,6.0,1.0,0.0,24.0,20.0,6.0,3.0,14.0,12.0,,,4.0,2.0,438.0,664.0,355.0,598.0,,,,,,,102.0,101.0,45.0,63.0,122.0,119.0,,,,,Stegemann S.  (Ger),Volkswagen Arena  (Wolfsburg),28 917,28 917
Germany,Bundesliga,Union Berlin,FC Koln,2,0,2023/2024,20.12,20:30,"""0 - 0""","""2 - 0""","[""56'"", ""78'""]","['1 - 0', '2 - 0']","['Hollerbach B.', 'Fofana D. D.']","['-', '(Volland K.)']",,,,,,,,,,,,,,,,,"[""46'"", ""62'"", ""62'"", ""68'"", ""85'""]","['Fofana D. D.', 'Kral A.', 'Trimmel C.', 'Bonucci L.', 'Aaronson B.']","['Behrens K.', 'Hollerbach B.', 'Roussillon J.', 'Haberer J.', 'Schafer A.']","['-', '-', '-', '-', '-']","[""60'"", ""74'"", ""74'"", ""74'"", ""80'""]","['Ljubicic D.', 'Kainz F.', 'Waldschmidt L.', 'Dietz F.', 'Schmitz B.']","['Thielmann J.', 'Martel E.', 'Uth M.', 'Selke D.', 'Finkgrafe M.']","['-', '-', '-', '-', '-']",1.48,0.92,41%,59%,12.0,15.0,8.0,7.0,4.0,8.0,,,9.0,14.0,4.0,5.0,2.0,1.0,22.0,23.0,7.0,6.0,10.0,7.0,,,,,354.0,547.0,273.0,481.0,,,,,,,91.0,145.0,45.0,54.0,124.0,125.0,,,,,Aytekin D.  (Ger),Stadion An der Alten Försterei  (Berlin),22 012,22 012
Germany,Bundesliga,Dortmund,Mainz,1,1,2023/2024,19.12,22:30,"""1 - 1""","""0 - 0""","[""29'""]",['1 - 0'],['Brandt J.'],['-'],"[""43'""]",['1 - 1'],['van den Berg S.'],['(Mwene P.)'],,,,"[""39'"", ""85'"", ""90'"", ""90+2'""]","['Bell S.', 'Burkardt J.', 'Krauss T.', 'Barkok A.']","['(Tripping)', '(Tripping)', '(Foul)', '(Foul)']",,,,,,,"[""46'"", ""63'"", ""63'"", ""72'"", ""81'""]","['Sule N.', 'Haller S.', 'Bamba S.', 'Reyna G.', 'Wolf M.']","['Hummels M.', 'Fullkrug N.', 'Gittens J.', 'Schlotterbeck N.', 'Meunier T.']","['(Injury)', '-', '-', '-', '-']","[""69'"", ""69'"", ""90+1'"", ""90+1'""]","['Burkardt J.', 'Papela M.', 'Barkok A.', 'da Costa D.']","['Richter M.', 'Gruda B.', 'Onisiwo K.', 'Widmer S.']","['-', '-', '-', '-']",1.35,1.12,64%,36%,21.0,11.0,8.0,6.0,13.0,5.0,,,19.0,12.0,6.0,1.0,1.0,5.0,20.0,20.0,5.0,7.0,11.0,14.0,,,0.0,4.0,608.0,307.0,523.0,239.0,,,,,,,123.0,94.0,55.0,45.0,119.0,122.0,,,,,Fritz M.  (Ger),Signal Iduna Park  (Dortmund),81 365,80 350
Germany,Bundesliga,Hoffenheim,Darmstadt,3,3,2023/2024,19.12,22:30,"""2 - 1""","""1 - 2""","[""14'"", ""28'"", ""66'""]","['1 - 0', '2 - 1', '3 - 2']","['Kramaric A.', 'Bebou I.', 'Bebou I.']","['(Penalty)', '(Promel G.)', '(Grillitsch F.)']","[""23'"", ""57'"", ""85'""]","['1 - 1', '2 - 2', '3 - 3']","['Pfeiffer L.', 'Skarke T.', 'Skarke T.']","['(Franjic B.)', '(Pfeiffer L.)', '(Pfeiffer L.)']","[""49'"", ""72'""]","['Skov R.', 'Bebou I.']","['(Holding)', '(Roughing)']","[""13'"", ""59'"", ""75'"", ""81'""]","['Gjasula K.', 'Pfeiffer L.', 'Skarke T.', 'Riedel C.']","['(Tripping)', '(Unsportsmanlike conduct)', '(Roughing)', '(Tripping)']",,,,,,,"[""46'"", ""54'"", ""73'"", ""90'"", ""90'""]","['Skov R.', 'Grillitsch F.', 'Beier M.', 'Becker F. O.', 'Justvan J.']","['Bulter M.', 'Tohumcu U.', 'Kramaric A.', 'Promel G.', 'Kabak O.']","['-', '-', '-', '-', '-']","[""46'"", ""75'"", ""75'"", ""84'"", ""84'""]","['Ronstadt F.', 'Muller A.', 'Maglica M.', 'Torsiello F.', 'Honsak M.']","['Gjasula K.', 'Franjic B.', 'Isherwood T.', 'Kempe T.', 'Bader M.']","['-', '(Injury)', '-', '-', '-']",3.93,0.82,45%,55%,13.0,14.0,4.0,3.0,9.0,11.0,,,15.0,9.0,8.0,3.0,0.0,1.0,21.0,23.0,0.0,1.0,9.0,15.0,,,2.0,4.0,379.0,497.0,305.0,422.0,,,,,,,94.0,104.0,42.0,41.0,121.0,120.0,,,,,Willenborg F.  (Ger),PreZero Arena  (Sinsheim),30 150,18 125
Germany,Bundesliga,Werder Bremen,RB Leipzig,1,1,2023/2024,19.12,20:30,"""0 - 0""","""1 - 1""","[""75'""]",['1 - 1'],['Njinmah J.'],['(Stage J.)'],"[""47'""]",['0 - 1'],['Openda L.'],['-'],"[""59'"", ""66'"", ""84'"", ""90+1'""]","['Gross C.', 'Bittencourt L.', 'Njinmah J.', 'Ducksch M.']","['(Foul)', '(Foul)', '(Roughing)', '(Unsportsmanlike conduct)']","[""69'"", ""90+1'""]","['Kampl K.', 'Haidara A.']","['(Roughing)', '(Unsportsmanlike conduct)']",,,,,,,"[""62'"", ""82'"", ""83'"", ""83'"", ""87'""]","['Schmid R.', 'Lynen S.', 'Deman O.', 'Woltemade N.', 'Kownacki D.']","['Borre R.', 'Gross C.', 'Agu F.', 'Bittencourt L.', 'Njinmah J.']","['-', '-', '-', '-', '-']","[""46'"", ""63'"", ""76'"", ""76'"", ""84'""]","['Simakan M.', 'Baumgartner C.', 'Sesko B.', 'Seiwald N.', 'Carvalho F.']","['Lukeba C.', 'Forsberg E.', 'Poulsen Y.', 'Kampl K.', 'Simons X.']","['-', '-', '-', '-', '-']",0.85,2.69,47%,53%,11.0,18.0,3.0,9.0,8.0,9.0,,,10.0,18.0,1.0,4.0,3.0,2.0,20.0,19.0,8.0,2.0,15.0,9.0,,,4.0,2.0,417.0,531.0,350.0,457.0,,,,,,,92.0,111.0,49.0,45.0,117.0,119.0,,,,,Reichel T.  (Ger),Weserstadion  (Bremen),42 100,41 000
Germany,Bundesliga,Bayern Munich,Stuttgart,3,0,2023/2024,17.12,21:30,"""1 - 0""","""2 - 0""","[""2'"", ""55'"", ""63'""]","['1 - 0', '2 - 0', '3 - 0']","['Kane H.', 'Kane H.', 'Kim Min-Jae']","['(Sane L.)', '-', '(Pavlovic A.)']",,,,,,,,"[""31'"", ""69'"", ""82'""]","['Mittelstadt M.', 'Karazor A.', 'Leweling J.']","['(Roughing)', '(Tripping)', '(Holding)']",,,,,,,"[""83'"", ""83'"", ""89'""]","['Tel M.', 'Choupo-Moting E. M.', 'Kratzig F.']","['Musiala J.', 'Muller T.', 'Davies A.']","['-', '-', '-']","[""59'"", ""59'"", ""59'"", ""77'"", ""83'""]","['Rouault A.', 'Silas', 'Leweling J.', 'Jeong Woo-Yeong', 'Stergiou L.']","['Anton W.', 'Fuhrich C.', 'Millot E.', 'Undav D.', 'Vagnoman J.']","['-', '-', '-', '-', '-']",2.88,0.18,42%,58%,17.0,5.0,8.0,2.0,9.0,3.0,,,8.0,12.0,6.0,2.0,4.0,0.0,24.0,23.0,2.0,5.0,7.0,8.0,,,0.0,3.0,404.0,711.0,347.0,647.0,,,,,,,99.0,126.0,52.0,47.0,120.0,120.0,,,,,Stieler T.  (Ger),Allianz Arena  (Munich),75 024,75 000
Germany,Bundesliga,Bayer Leverkusen,Eintracht Frankfurt,3,0,2023/2024,17.12,19:30,"""1 - 0""","""2 - 0""","[""14'"", ""51'"", ""57'""]","['1 - 0', '2 - 0', '3 - 0']","['Boniface V.', 'Frimpong J.', 'Wirtz F.']","['(Wirtz F.)', '-', '(Boniface V.)']",,,,,"[""12'""]",['Palacios E.'],"['(Tripping, misses next match)']","[""33'""]",['Gotze M.'],['(Roughing)'],,,,,,,"[""72'"", ""83'"", ""83'"", ""83'"", ""87'""]","['Schick P.', 'Hlozek A.', 'Hincapie P.', 'Tella N.', 'Amiri N.']","['Boniface V.', 'Hofmann J.', 'Palacios E.', 'Frimpong J.', 'Wirtz F.']","['-', '-', '-', '-', '-']","[""64'"", ""64'"", ""72'"", ""73'"", ""83'""]","['Skhiri E.', 'Smolcic H.', 'Hauge J.', 'Baum E.', 'Ngankam J.']","['Gotze M.', 'Koch R.', 'Dina Ebimbe J.', 'Larsson H.', 'Chaibi F.']","['-', '(Injury)', '-', '-', '-']",2.84,0.22,58%,42%,14.0,4.0,6.0,2.0,8.0,2.0,,,15.0,10.0,5.0,5.0,5.0,1.0,23.0,13.0,2.0,3.0,4.0,13.0,,,1.0,1.0,736.0,466.0,648.0,387.0,,,,,,,124.0,91.0,54.0,27.0,122.0,120.0,,,,,Dingert C.  (Ger),BayArena  (Leverkusen),30 210,30 210
Germany,Bundesliga,Freiburg,FC Koln,2,0,2023/2024,17.12,17:30,"""0 - 0""","""2 - 0""","[""72'"", ""90+5'""]","['1 - 0', '2 - 0']","['Gregoritsch M.', 'Sallai R.']","['-', '(Gregoritsch M.)']",,,,,"[""40'""]",['Hofler N.'],['(Roughing)'],"[""27'"", ""30'"", ""57'""]","['Ljubicic D.', 'Chabot J.', 'Kainz F.']","['(Tripping)', '(Unsportsmanlike conduct)', '(Roughing)']",,,,"[""62'""]",['Chabot J.'],['(Tripping)'],"[""65'"", ""66'"", ""75'"", ""75'"", ""90+4'""]","['Gregoritsch M.', 'Sallai R.', 'Kubler L.', 'Weisshaupt N.', 'Adamu J.']","['Holer L.', 'Grifo V.', 'Sildillia K.', 'Makengo J.', 'Rohl M.']","['-', '-', '-', '-', '-']","[""61'"", ""61'"", ""61'"", ""66'"", ""73'""]","['Uth M.', 'Maina L.', 'Huseinbasic D.', 'Kilian L.', 'Carstensen R.']","['Kainz F.', 'Ljubicic D.', 'Waldschmidt L.', 'Thielmann J.', 'Finkgrafe M.']","['-', '-', '-', '-', '-']",4.59,1.04,50%,50%,23.0,7.0,7.0,1.0,16.0,6.0,,,14.0,13.0,5.0,2.0,0.0,3.0,26.0,15.0,1.0,5.0,13.0,10.0,0.0,1.0,1.0,4.0,506.0,485.0,415.0,383.0,,,,,,,151.0,84.0,63.0,21.0,124.0,121.0,,,,,Osmers H.  (Ger),Europa-Park Stadion  (Freiburg),34 700,34 700
Germany,Bundesliga,RB Leipzig,Hoffenheim,3,1,2023/2024,16.12,20:30,"""1 - 1""","""2 - 0""","[""34'"", ""71'"", ""74'""]","['1 - 0', '2 - 1', '3 - 1']","['Klostermann L.', 'Forsberg E.', 'Simakan M.']","['-', '(Openda L.)', '-']","[""42'""]",['1 - 1'],['Kabak O.'],['(Skov R.)'],"[""40'"", ""62'"", ""81'""]","['Haidara A.', 'Simons X.', 'Klostermann L.']","['(Roughing)', '(Unsportsmanlike conduct)', '(Tripping)']","[""62'"", ""90+5'""]","['Kabak O.', 'Grillitsch F.']","['(Unsportsmanlike conduct)', '(Roughing)']",,,,,,,"[""58'"", ""66'"", ""83'"", ""83'"", ""83'""]","['Kampl K.', 'Forsberg E.', 'Sesko B.', 'Carvalho F.', 'Lukeba C.']","['Haidara A.', 'Baumgartner C.', 'Openda L.', 'Simons X.', 'Simakan M.']","['-', '-', '-', '-', '-']","[""46'"", ""69'"", ""75'"", ""75'"", ""90'""]","['Grillitsch F.', 'Beier M.', 'Akpoguma K.', 'Bischof T.', 'Nsoki S.']","['Skov R.', 'Bebou I.', 'Kabak O.', 'Stach A.', 'Kaderabek P.']","['-', '-', '-', '-', '-']",3.57,1.02,56%,44%,23.0,10.0,11.0,4.0,12.0,6.0,,,8.0,12.0,9.0,2.0,2.0,0.0,13.0,14.0,3.0,8.0,11.0,9.0,,,3.0,2.0,505.0,393.0,439.0,334.0,,,,,,,117.0,75.0,61.0,39.0,117.0,119.0,,,,,Schroder R.  (Ger),Red Bull Arena  (Leipzig),47 069,42 946
Germany,Bundesliga,Augsburg,Dortmund,1,1,2023/2024,16.12,17:30,"""1 - 1""","""0 - 0""","[""23'""]",['1 - 0'],['Demirovic E.'],['(Pedersen M.)'],"[""35'""]",['1 - 1'],['Malen D.'],['(Fullkrug N.)'],"[""80'"", ""90+4'""]","['Gouweleeuw J.', 'Gumny R.']","['(Foul)', '(Delay of game)']","[""90+1'""]",['Haller S.'],['(Foul)'],,,,,,,"[""69'"", ""77'"", ""78'"", ""90'"", ""90'""]","['Gumny R.', 'Beljo D.', 'Vargas R.', 'Pfeiffer P.', 'Breithaupt T.']","['Engels A.', 'Tietz P.', 'Demirovic E.', 'Mbabu K.', 'Jensen F.']","['-', '-', '-', '-', '-']","[""58'"", ""72'"", ""89'""]","['Reyna G.', 'Bamba S.', 'Haller S.']","['Reus M.', 'Gittens J.', 'Can E.']","['-', '-', '-']",2.42,3.11,43%,57%,20.0,24.0,4.0,6.0,16.0,18.0,,,3.0,14.0,4.0,7.0,1.0,1.0,16.0,16.0,5.0,3.0,13.0,4.0,,,2.0,1.0,318.0,583.0,254.0,519.0,,,,,,,96.0,124.0,55.0,56.0,123.0,118.0,,,,,Jollenbeck M.  (Ger),WWK Arena  (Augsburg),30 660,30 660
Germany,Bundesliga,Bochum,Union Berlin,3,0,2023/2024,16.12,17:30,"""1 - 0""","""2 - 0""","[""45+5'"", ""54'"", ""78'""]","['1 - 0', '2 - 0', '3 - 0']","['Asano T.', 'Paciencia G.', 'Stoger K.']","['-', '(Antwi-Adjei C.)', '(Penalty)']",,,,,"[""20'"", ""90+1'""]","['Osterhage P.', 'Stoger K.']","['(Tripping)', '(Foul)']","[""42'"", ""79'"", ""85'""]","['Khedira R.', 'Bjelica N.', 'Roussillon J.']","['(Holding)', '(Not on pitch)', '(Foul)']",,,,,,,"[""64'"", ""72'"", ""73'"", ""87'"", ""87'""]","['Loosli N.', 'Bero M.', 'Broschinski M.', 'Kwarteng M.', 'Passlack F.']","['Oermann T.', 'Antwi-Adjei C.', 'Paciencia G.', 'Asano T.', 'Gamboa C.']","['-', '-', '-', '-', '-']","[""60'"", ""60'"", ""60'"", ""75'"", ""75'""]","['Kral A.', 'Laidouni A.', 'Schafer A.', 'Aaronson B.', 'Kaufmann M.']","['Haberer J.', 'Becker S.', 'Khedira R.', 'Volland K.', 'Hollerbach B.']","['-', '-', '-', '-', '-']",3.49,1.04,49%,51%,21.0,10.0,7.0,2.0,14.0,8.0,,,14.0,16.0,6.0,4.0,2.0,2.0,17.0,19.0,2.0,4.0,12.0,13.0,,,2.0,2.0,383.0,406.0,291.0,313.0,,,,,,,100.0,88.0,46.0,39.0,120.0,116.0,,,,,Jablonski S.  (Ger),Vonovia Ruhrstadion  (Bochum),26 000,25 300
Germany,Bundesliga,Darmstadt,Wolfsburg,0,1,2023/2024,16.12,17:30,"""0 - 0""","""0 - 1""",,,,,"[""63'""]",['0 - 1'],['Majer L.'],['(Wind J.)'],"[""69'"", ""90+6'""]","['Honsak M.', 'Gjasula K.']","['(Roughing)', '(Tripping)']",,,,,,,"[""27'""]",['Lacroix M.'],['(Tripping)'],"[""75'"", ""75'"", ""75'"", ""84'"", ""84'""]","['Torsiello F.', 'Bader M.', 'Ronstadt F.', 'Maglica M.', 'Kempe T.']","['Riedel C.', 'Honsak M.', 'Klarer C.', 'Isherwood T.', 'Schnellhardt F.']","['-', '-', '-', '-', '-']","[""87'"", ""88'"", ""90+5'"", ""90+6'""]","['Kaminski J.', 'Paredes K.', 'Amoako K. J.', 'Zesiger C.']","['Majer L.', 'Gerhardt Y.', 'Svanberg M.', 'Baku R.']","['-', '-', '(Injury)', '-']",0.71,0.78,62%,38%,14.0,11.0,4.0,3.0,10.0,8.0,,,10.0,15.0,7.0,7.0,0.0,0.0,15.0,24.0,2.0,4.0,16.0,10.0,0.0,1.0,2.0,0.0,575.0,307.0,506.0,236.0,,,,,,,133.0,75.0,51.0,32.0,118.0,113.0,,,,,Hartmann R.  (Ger),Merck-Stadion am Bollenfalltor  (Darmstadt),17 810,16 900
